,CID,smiles_repr,selfies_repr,h_acc,h_don,C,H,O,N,S,Cl,F,B,Br,Na,P,As,Cd,I,Ca,Pt,Hg,Co,Rh,Se,Ni,Fe,Si,Li,Be,Mn
0,2400,CN1C(=O)C(=C(C1=O)C2=CNC3=CC=CC=C32)C4=CNC5=CC=CC=C54,[C][N][C][=Branch1][C][=O][C][=Branch2][Ring1][Branch1][=C][Branch1][Branch1][C][Ring1][=Branch1][=O][C][=C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2][C][=C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2],2,2,21,15,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2401,C1CCNC(C1)CCN2C=C(C3=CC=CC=C32)C4=C(C(=O)NC4=O)C5=CNC6=CC=CC=C65,[C][C][C][N][C][Branch1][Ring2][C][Ring1][=Branch1][C][C][N][C][=C][Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2][C][=C][Branch1][#Branch2][C][=Branch1][C][=O][N][C][Ring1][=Branch1][=O][C][=C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2],3,3,27,26,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2402,C1CN(CCN1)CCCN2C=C(C3=CC=CC=C32)C4=C(C(=O)NC4=O)C5=CNC6=CC=CC=C65,[C][C][N][Branch1][=Branch1][C][C][N][Ring1][=Branch1][C][C][C][N][C][=C][Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2][C][=C][Branch1][#Branch2][C][=Branch1][C][=O][N][C][Ring1][=Branch1][=O][C][=C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2],3,4,27,27,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2403,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)CCCN,[C][N][C][=C][Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2][C][=C][Branch1][#Branch2][C][=Branch1][C][=O][N][C][Ring1][=Branch1][=O][C][=C][N][Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2][C][C][C][N],2,3,24,22,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2404,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=C5CC(CCN5C6=CC=CC=C64)CN,[C][N][C][=C][Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2][C][=C][Branch1][#Branch2][C][=Branch1][C][=O][N][C][Ring1][=Branch1][=O][C][=C][C][C][Branch1][S][C][C][N][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=N][C][N],2,3,26,24,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2405,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O,[C][C][Branch1][C][C][N][C][C][Branch2][Ring1][#Branch1][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][O][C][C][O][C][Branch1][C][C][C][O],2,5,18,31,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2406,C1=C(C=C(C(=C1SC2=C(C(=CC(=C2)Cl)Cl)O)O)Cl)Cl,[C][=C][Branch2][Ring1][P][C][=C][Branch2][Ring1][O][C][=Branch2][Ring1][=Branch1][=C][Ring1][=Branch1][S][C][=C][Branch1][=N][C][=Branch1][=Branch2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][Cl][Cl][O][O][Cl][Cl],2,3,12,6,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2407,C1=C(C=C(C(=C1SC2=C(C(=CC(=C2)Cl)Cl)[O-])[O-])Cl)Cl,[C][=C][Branch2][Ring1][P][C][=C][Branch2][Ring1][O][C][=Branch2][Ring1][=Branch1][=C][Ring1][=Branch1][S][C][=C][Branch1][=N][C][=Branch1][=Branch2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][Cl][Cl][O-1][O-1][Cl][Cl],0,3,12,4,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2408,C1CN(C2=NC3=C(C=C(C=C3)Cl)C(=O)C21O)C4=CC=CC=C4,[C][C][N][Branch2][Ring1][#Branch2][C][=N][C][=C][Branch1][#Branch2][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][C][=Branch1][C][=O][C][Ring1][N][Ring1][#C][O][C][=C][C][=C][C][=C][Ring1][=Branch1],1,3,17,13,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2409,CC=C(C)C=C1CN=C2C(C1=O)(CCN2C3=CC=CC=C3)O,[C][C][=C][Branch1][C][C][C][=C][C][N][=C][C][Branch1][Branch1][C][Ring1][=Branch1][=O][Branch1][=C][C][C][N][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][O],1,3,18,20,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2410,CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)O)O,[C][C][=C][Branch2][Ring1][=C][N][=C][Branch1][=Branch1][N][=C][Ring1][=Branch1][N][C][Branch1][#Branch1][C][C][=Branch1][C][=O][N][N][C][C][Branch1][=Branch1][C][=Branch1][C][=O][N][N][C][=Branch1][C][=O][N][C][Branch2][Branch1][N][C][Branch1][Branch2][C][=C][N][=C][N][Ring1][Branch1][O][C][C][Branch1][P][C][Branch1][=N][C][Branch1][=Branch2][C][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][O][O][C][C][Branch2][Ring1][=Branch1][C][Branch1][=N][C][Branch1][=Branch2][C][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][O][C][=Branch1][C][=O][N][O][C][=Branch1][C][=O][N][C][Branch1][C][C][C][Branch2][Ring2][S][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][Branch1][C][C][O][C][=Branch1][C][=O][N][C][C][C][=N][C][=Branch1][Branch1][=C][S][Ring1][Branch1][C][=N][C][=Branch1][Branch1][=C][S][Ring1][Branch1][C][=Branch1][C][=O][O][O],20,32,50,72,22,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2411,CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCCS(C)C)O,[C][C][=C][Branch2][Ring1][=C][N][=C][Branch1][=Branch1][N][=C][Ring1][=Branch1][N][C][Branch1][#Branch1][C][C][=Branch1][C][=O][N][N][C][C][Branch1][=Branch1][C][=Branch1][C][=O][N][N][C][=Branch1][C][=O][N][C][Branch2][Branch1][N][C][Branch1][Branch2][C][=C][N][=C][N][Ring1][Branch1][O][C][C][Branch1][P][C][Branch1][=N][C][Branch1][=Branch2][C][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][O][O][C][C][Branch2][Ring1][=Branch1][C][Branch1][=N][C][Branch1][=Branch2][C][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][O][C][=Branch1][C][=O][N][O][C][=Branch1][C][=O][N][C][Branch1][C][C][C][Branch2][Branch1][Branch2][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][Branch1][C][C][O][C][=Branch1][C][=O][N][C][C][C][=N][C][=Branch1][Branch1][=C][S][Ring1][Branch1][C][=N][C][=Branch1][Branch1][=C][S][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][C][S][Branch1][C][C][C][O],21,32,55,85,21,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2412,CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCCCN=C(N)N)O,[C][C][=C][Branch2][Ring1][=C][N][=C][Branch1][=Branch1][N][=C][Ring1][=Branch1][N][C][Branch1][#Branch1][C][C][=Branch1][C][=O][N][N][C][C][Branch1][=Branch1][C][=Branch1][C][=O][N][N][C][=Branch1][C][=O][N][C][Branch2][Branch1][N][C][Branch1][Branch2][C][=C][N][=C][N][Ring1][Branch1][O][C][C][Branch1][P][C][Branch1][=N][C][Branch1][=Branch2][C][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][O][O][C][C][Branch2][Ring1][=Branch1][C][Branch1][=N][C][Branch1][=Branch2][C][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][O][C][=Branch1][C][=O][N][O][C][=Branch1][C][=O][N][C][Branch1][C][C][C][Branch2][Branch1][#Branch2][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][Branch1][C][C][O][C][=Branch1][C][=O][N][C][C][C][=N][C][=Branch1][Branch1][=C][S][Ring1][Branch1][C][=N][C][=Branch1][Branch1][=C][S][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][C][C][N][=C][Branch1][C][N][N][O],22,32,55,84,21,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2413,CC1=CC(=CC=C1)C23C4=CC=CC=C4C(=O)N2CCS3,[C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring1][#Branch2][C][C][S][Ring1][=N],0,2,17,15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2414,COC(=O)C1CSC2(N1C(=O)C3=CC=CC=C32)C4=CC=CC=C4,[C][O][C][=Branch1][C][=O][C][C][S][C][Branch2][Ring1][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1],0,4,18,15,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2415,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)N4CCOCC4,[C][C][=C][Branch2][Ring2][C][C][=C][Branch2][Ring1][Ring1][N][Ring1][Branch1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][C][=C][C][=Branch1][Ring2][=C][Ring1][S][O][C][C][C][=Branch1][C][=O][N][C][C][O][C][C][Ring1][=Branch1],0,4,23,23,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2416,C1CC(N(C1)C(=O)C(CO)NS(=O)(=O)C2=CC3=CC=CC=C3C=C2)CNC(=O)CCCN=C(N)N,[C][C][C][Branch2][Ring2][=Branch1][N][Branch1][Ring2][C][Ring1][Branch1][C][=Branch1][C][=O][C][Branch1][Ring1][C][O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2][C][N][C][=Branch1][C][=O][C][C][C][N][=C][Branch1][C][N][N],5,7,23,32,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2417,C1CC(CN(C1)C(=N)N)C(=O)NCC2CCCN2C(=O)C(CO)NS(=O)(=O)C3=CC4=CC=CC=C4C=C3,[C][C][C][Branch1][=N][C][N][Branch1][Ring2][C][Ring1][=Branch1][C][=Branch1][C][=N][N][C][=Branch1][C][=O][N][C][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][Branch1][Ring1][C][O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2],5,7,25,34,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2418,CC1(CCC(C2=C1C=CC(=C2)C(C(=O)NC3=C(C=C(C=C3)C(=O)O)F)O)(C)C)C,[C][C][Branch2][Branch1][Ring1][C][C][C][Branch2][Ring2][=Branch2][C][=C][Ring1][=Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch2][Ring1][Branch2][C][=Branch1][C][=O][N][C][=C][Branch1][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][F][O][Branch1][C][C][C][C],3,5,23,26,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2419,COC1=CC=CC=C1N2CCN(CC2)CCN3C(=O)CC4(CCCC4)CC3=O,[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][N][C][=Branch1][C][=O][C][C][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C][C][Ring1][O][=O],0,5,22,31,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2420,CC(C1=CC=C(C=C1)C(C)N=O)N=O,[C][C][Branch1][P][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][C][N][=O][N][=O],0,4,10,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2421,COC(=O)CN(C1=CC=C(C=C1)N(CC(=O)OC)N=O)N=O,[C][O][C][=Branch1][C][=O][C][N][Branch2][Ring1][#Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][Branch1][Branch2][C][C][=Branch1][C][=O][O][C][N][=O][N][=O],0,10,12,14,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2422,CC(C)N1C=NC2=C(N=C(N=C21)NCCCO)NCC3=CC=CC=C3,[C][C][Branch1][C][C][N][C][=N][C][=C][Branch1][S][N][=C][Branch1][#Branch1][N][=C][Ring1][=Branch1][Ring1][=Branch2][N][C][C][C][O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1],3,6,18,24,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2423,CC(CC=CCCC=CC=CCC(C(=CC=C(C)C(=O)O)C)OC)C=CC(=CC(=O)O)CC(=O)O,[C][C][Branch2][Ring1][#C][C][C][=C][C][C][C][=C][C][=C][C][C][Branch1][S][C][=Branch1][N][=C][C][=C][Branch1][C][C][C][=Branch1][C][=O][O][C][O][C][C][=C][C][=Branch1][#Branch1][=C][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][O],3,7,28,38,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2424,CC1=CC2=C(C=CC=C2N1)CCC(CNC(C)(C)C)OC(=O)C3=CC=CC=C3,[C][C][=C][C][=C][Branch1][#Branch2][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=Branch2][C][C][C][Branch1][O][C][N][C][Branch1][C][C][Branch1][C][C][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],2,3,24,30,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2425,B(C(CCC(Br)Br)NC(=O)C1CCCN1C(=O)C(CC2=CC=CC=C2)NC(=O)CCCC=O)(O)O,[B][Branch2][Ring2][P][C][Branch1][Branch2][C][C][C][Branch1][C][Br][Br][N][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][C][C][C][=O][Branch1][C][O][O],4,6,23,32,6,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2426,C1=CC(=CC(=C1)Br)NC2=NC=NC3=CC(=C(C=C32)N)N,[C][=C][C][=Branch1][=Branch2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][Br][N][C][=N][C][=N][C][=C][C][=Branch1][O][=C][Branch1][#Branch1][C][=C][Ring1][=Branch1][Ring1][#Branch2][N][N],3,5,14,12,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2427,CN1C=NC2=C1C=C3C(=C2)C(=NC=N3)NC4=CC(=CC=C4)Br,[C][N][C][=N][C][=C][Ring1][Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][=Branch1][=N][C][=N][Ring1][#Branch1][N][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][Br],1,4,16,12,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2428,C1=CC(=CC(=C1)Br)NC2=NC=NC3=CC4=C(C=C32)NC=N4,[C][=C][C][=Branch1][=Branch2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][Br][N][C][=N][C][=N][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][=Branch1][Ring1][#Branch2][N][C][=N][Ring1][#Branch1],2,4,15,10,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2429,CC1(N=C(N=C(N1OCCCOC2=CC=C(C=C2)Br)N)N)C,[C][C][Branch2][Ring1][S][N][=C][Branch2][Ring1][#Branch2][N][=C][Branch2][Ring1][Ring2][N][Ring1][=Branch1][O][C][C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Br][N][N][C],2,3,14,20,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2430,CC1CCCC=CC2CC(CC2C(C=CC(=O)O1)O)O,[C][C][C][C][C][C][=C][C][C][C][Branch2][Ring1][C][C][C][Ring1][Branch1][C][Branch1][#Branch2][C][=C][C][=Branch1][C][=O][O][Ring1][P][O][O],2,4,16,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2431,CC[N+](C)(C)CC1=CC=CC=C1Br,[C][C][N+1][Branch1][C][C][Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Br],0,0,11,17,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2432,CC1CC2C(CC3(C(O2)CC4C(O3)C(=CC(=O)O4)C)C)OC5C1OC6CC7C(CC8C(O7)(CC=CC9C(O8)CC1C(O9)CC2C(O1)(C(CC(O2)CC(=C)C=O)O)C)C)(OC6(CC5)C)C,[C][C][C][C][C][Branch2][Ring1][P][C][C][Branch2][Ring1][O][C][Branch1][Ring2][O][Ring1][=Branch1][C][C][C][Branch1][Ring2][O][Ring1][#Branch1][C][=Branch1][=Branch2][=C][C][=Branch1][C][=O][O][Ring1][Branch2][C][C][O][C][C][Ring2][Ring1][=Branch1][O][C][C][C][C][Branch2][Branch1][=N][C][C][C][Branch1][Ring2][O][Ring1][=Branch1][Branch2][Ring2][P][C][C][=C][C][C][Branch1][Ring2][O][Ring1][=Branch2][C][C][C][Branch1][Ring2][O][Ring1][#Branch1][C][C][C][Branch1][Ring2][O][Ring1][#Branch1][Branch2][Ring1][Ring1][C][Branch1][#C][C][C][Branch1][Ring2][O][Ring1][#Branch1][C][C][=Branch1][C][=C][C][=O][O][C][C][Branch1][=C][O][C][Ring2][Ring2][Ring2][Branch1][=Branch1][C][C][Ring2][Ring2][=Branch2][C][C],1,14,50,70,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2433,CC1CC2C(CC3(C(O2)CC4C(O3)C(=CC(=O)O4)C)C)OC5C1OC6CC7C(CC8C(O7)(CC=CC9C(O8)CC1C(O9)CC2C(O1)(C(CC(O2)CC(=C)CO)O)C)C)(OC6(CC5)C)C,[C][C][C][C][C][Branch2][Ring1][P][C][C][Branch2][Ring1][O][C][Branch1][Ring2][O][Ring1][=Branch1][C][C][C][Branch1][Ring2][O][Ring1][#Branch1][C][=Branch1][=Branch2][=C][C][=Branch1][C][=O][O][Ring1][Branch2][C][C][O][C][C][Ring2][Ring1][=Branch1][O][C][C][C][C][Branch2][Branch1][=N][C][C][C][Branch1][Ring2][O][Ring1][=Branch1][Branch2][Ring2][P][C][C][=C][C][C][Branch1][Ring2][O][Ring1][=Branch2][C][C][C][Branch1][Ring2][O][Ring1][#Branch1][C][C][C][Branch1][Ring2][O][Ring1][#Branch1][Branch2][Ring1][Ring1][C][Branch1][#C][C][C][Branch1][Ring2][O][Ring1][#Branch1][C][C][=Branch1][C][=C][C][O][O][C][C][Branch1][=C][O][C][Ring2][Ring2][Ring2][Branch1][=Branch1][C][C][Ring2][Ring2][=Branch2][C][C],2,14,50,72,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,2434,CC1CC2C(CC3(C(O2)CC4C(O3)C(=CC(=O)O4)C)C)OC5C1OC6CC7C(CC8C(O7)(CC9C(O9)C1C(O8)CC2C(O1)CC1C(O2)(C(CC(O1)CC(=C)C)O)C)C)(OC6(CC5)C)C,[C][C][C][C][C][Branch2][Ring1][P][C][C][Branch2][Ring1][O][C][Branch1][Ring2][O][Ring1][=Branch1][C][C][C][Branch1][Ring2][O][Ring1][#Branch1][C][=Branch1][=Branch2][=C][C][=Branch1][C][=O][O][Ring1][Branch2][C][C][O][C][C][Ring2][Ring1][=Branch1][O][C][C][C][C][Branch2][Branch1][P][C][C][C][Branch1][Ring2][O][Ring1][=Branch1][Branch2][Branch1][Branch1][C][C][C][Branch1][Ring2][O][Ring1][Ring1][C][C][Branch1][Ring2][O][Ring1][#Branch2][C][C][C][Branch1][Ring2][O][Ring1][#Branch1][C][C][C][Branch1][Ring2][O][Ring1][#Branch1][Branch2][Ring1][C][C][Branch1][=C][C][C][Branch1][Ring2][O][Ring1][#Branch1][C][C][=Branch1][C][=C][C][O][C][C][Branch1][=C][O][C][Ring2][Ring2][Ring2][Branch1][=Branch1][C][C][Ring2][Ring2][=Branch2][C][C],1,14,50,72,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2435,C1CN=C(N1)NC2=C(C3=NC=CN=C3C=C2)Br,[C][C][N][=C][Branch1][Ring2][N][Ring1][Branch1][N][C][=C][Branch1][=N][C][=N][C][=C][N][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2][Br],2,3,11,10,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2436,CC(CC1=CC=C(C=C1)OCC(=O)[O-])NCC(C2=CC(=CC=C2)Cl)O.[Na+],[C][C][Branch2][Ring1][Ring1][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][C][=Branch1][C][=O][O-1][N][C][C][Branch1][N][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][Cl][O].[Na+1],2,5,19,21,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2437,CC(CC1=CC=C(C=C1)OCC(=O)O)NCC(C2=CC(=CC=C2)Cl)O,[C][C][Branch2][Ring1][Ring1][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][C][=Branch1][C][=O][O][N][C][C][Branch1][N][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][Cl][O],3,5,19,22,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2438,CN1CCC(CC1)C2=CNC3=C2C=C(C=C3)O,[C][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][=C][N][C][=C][Ring1][Branch1][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O],2,2,14,18,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2439,COC1=C(C(=CC(=C1)CC2=C[NH+]=C(N=C2N)N)OCCCC(CCC(=O)[O-])C(=O)[O-])Br,[C][O][C][=C][Branch2][Ring2][N][C][=Branch2][Ring1][Branch1][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][=C][NH1+1][=C][Branch1][=Branch1][N][=C][Ring1][=Branch1][N][N][O][C][C][C][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1][Br],3,9,20,24,6,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2440,COC1=C(C(=CC(=C1)CC2=CN=C(N=C2N)N)OCCCC(CCC(=O)O)C(=O)O)Br,[C][O][C][=C][Branch2][Ring2][N][C][=Branch2][Ring1][Branch1][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][=C][N][=C][Branch1][=Branch1][N][=C][Ring1][=Branch1][N][N][O][C][C][C][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O][Br],4,10,20,25,6,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2441,C1C(=O)NC2=C(C=C(C=C2)Br)C(=N1)C3=CC=CC=N3,[C][C][=Branch1][C][=O][N][C][=C][Branch1][#Branch2][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Br][C][=Branch1][Ring2][=N][Ring1][=N][C][=C][C][=C][C][=N][Ring1][=Branch1],1,3,14,10,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,2442,CN(CC1=C(C(=CC(=C1)Br)Br)N)C2CCCCC2,[C][N][Branch2][Ring1][Ring1][C][C][=C][Branch1][=N][C][=Branch1][=Branch2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][Br][Br][N][C][C][C][C][C][C][Ring1][=Branch1],1,2,14,20,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
