,CID,smiles_repr,selfies_repr,h_acc,h_don,C,H,O,N,S,Cl,F,B,Br,Na,P,As,Cd,I,Ca,Pt,Hg,Co,Rh,Se,Ni,Fe,Si,Li,Be,Mn
384,2784,C[N+]12CCC(CC1)C(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O,[C][N+1][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][Branch1][Ring2][C][Ring1][Branch2][O][C][=Branch1][C][=O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][O],1,3,22,26,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,2785,CN(C)C(=O)C(CC1=CC=CC=C1)NC(=O)C(=O)CC(=O)NCCC2=CC=CC=N2,[C][N][Branch1][C][C][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=Branch1][C][=O][C][C][=Branch1][C][=O][N][C][C][C][=C][C][=C][C][=N][Ring1][=Branch1],2,5,22,26,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,2786,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,[C][C][C][C][C][C][Branch1][Branch2][N][Branch1][Ring2][C][Ring1][Branch1][C][C][=Branch1][C][=O][N][C][Branch2][Ring1][=Branch1][C][C][Branch1][P][C][Branch1][=N][C][Branch1][=Branch2][C][Branch1][Ring2][O][Ring1][=Branch1][S][C][O][O][O][C][Branch1][C][C][Cl],4,7,18,33,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,2787,CCC(C)(C(=O)O)OC1=CC=C(C=C1)C2(CCCCC2)C3=CC=C(C=C3)OC(C)(CC)C(=O)O,[C][C][C][Branch1][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][Branch1][C][C][Branch1][Ring1][C][C][C][=Branch1][C][=O][O],2,6,28,36,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,2788,C1=CC2=C(C(=C(C=C2Cl)I)O)N=C1,[C][=C][C][=C][Branch1][=C][C][=Branch1][#Branch2][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][Cl][I][O][N][=C][Ring1][=N],1,2,9,5,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
389,2789,CN1C(=O)CC(=O)N(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,[C][N][C][=Branch1][C][=O][C][C][=Branch1][C][=O][N][Branch1][=C][C][=C][Ring1][=Branch2][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][Cl][C][=C][C][=C][C][=C][Ring1][=Branch1],0,2,16,13,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,2790,C1=CC(=CC=C1CN=C(N)SCCCC2=CN=CN2)Cl,[C][=C][C][=Branch2][Ring1][#Branch1][=C][C][=C][Ring1][=Branch1][C][N][=C][Branch1][C][N][S][C][C][C][C][=C][N][=C][N][Ring1][Branch1][Cl],2,3,14,17,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,2791,CCC(=O)OC1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)C)C(=O)CCl,[C][C][C][=Branch1][C][=O][O][C][Branch2][Ring2][=N][C][Branch2][Ring2][Branch2][C][C][C][Ring1][Branch1][Branch2][Ring1][#C][C][C][Branch2][Ring1][=Branch2][C][Branch2][Ring1][Ring2][C][Ring1][=Branch1][C][C][C][=C][C][=Branch1][C][=O][C][=C][C][Ring1][#Branch1][Ring1][O][C][F][O][C][C][C][=Branch1][C][=O][C][Cl],1,6,25,32,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,2792,CCCC(=O)OC1(C(CC2C1(CC(=O)C3(C2CCC4=CC(=O)C=CC43C)F)C)C)C(=O)CCl,[C][C][C][C][=Branch1][C][=O][O][C][Branch2][Ring2][N][C][Branch2][Ring2][#Branch1][C][C][C][Ring1][Branch1][Branch2][Ring1][=C][C][C][=Branch1][C][=O][C][Branch2][Ring1][Ring2][C][Ring1][#Branch1][C][C][C][=C][C][=Branch1][C][=O][C][=C][C][Ring1][#Branch1][Ring1][O][C][F][C][C][C][=Branch1][C][=O][C][Cl],0,6,26,32,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,2793,C1CCN(CC1)C2(CCN(CC2)CCCN3C4=CC=CC=C4CCC5=C3C=C(C=C5)Cl)C(=O)N,[C][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][Branch2][Ring2][Branch1][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][=C][Ring1][O][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][C][=Branch1][C][=O][N],1,4,28,37,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,2794,CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl,[C][C][Branch1][C][C][N][=C][C][=C][C][=Branch2][Ring1][Branch2][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][#Branch2][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][C][=C][Ring2][Ring1][Branch1][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl],1,4,27,22,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,2795,CN(C)CCC(C1=CC=CC=C1)(C2=CC=CC=C2Cl)O,[C][N][Branch1][C][C][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][O],1,2,17,20,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,2796,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl,[C][C][O][C][=Branch1][C][=O][C][Branch1][C][C][Branch1][C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl],0,3,12,15,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,2797,CC(C)(C(=O)O)OC1=CC=C(C=C1)Cl,[C][C][Branch1][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl],1,3,10,11,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,2798,CCCCCCC[N+](CC)(CC)CCCCC1=CC=C(C=C1)Cl,[C][C][C][C][C][C][C][N+1][Branch1][Ring1][C][C][Branch1][Ring1][C][C][C][C][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl],0,0,21,37,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,2799,CC(C)(C)CC(C)(C)C1=CC(=C(C=C1)O)CC2=C(C=C(C=C2)Cl)Cl,[C][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C][=C][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][C][=C][Branch1][#Branch2][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][Cl],1,1,21,26,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,2800,CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3,[C][C][N][Branch1][Ring1][C][C][C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][=N][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][=C][C][=C][C][=C][Ring1][=Branch1],0,2,26,28,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,2801,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,[C][N][Branch1][C][C][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][=C][Ring1][O][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl],0,2,19,23,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,2802,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,[C][C][=Branch1][C][=O][N][C][=C][Branch1][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=Branch1][Ring2][=N][Ring1][#C][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl],1,4,15,10,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,2803,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl,[C][C][N][=C][Branch1][Ring2][N][Ring1][Branch1][N][C][=C][Branch1][Branch2][C][=C][C][=C][Ring1][=Branch1][Cl][Cl],2,1,9,9,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,2804,CC1CCCC(N1NC(=O)C2=CC(=C(C=C2)Cl)S(=O)(=O)N)C,[C][C][C][C][C][C][Branch2][Ring1][=C][N][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][S][=Branch1][C][=O][=Branch1][C][=O][N][C],2,5,14,20,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,2805,C1CCN(CC1)CCOC(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,[C][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl],0,2,20,24,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,2806,COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3,[C][O][C][=Branch1][C][=O][C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][N][C][C][C][=C][Branch1][Ring2][C][Ring1][=Branch1][C][=C][S][Ring1][=Branch1],0,4,16,16,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,2807,C1C(C(C(C1O)C=CC(COC2=CC(=CC=C2)Cl)O)CC=CCCCC(=O)[O-])O,[C][C][Branch2][Ring2][#Branch2][C][Branch2][Ring1][O][C][Branch1][Branch1][C][Ring1][Branch1][O][C][=C][C][Branch1][=C][C][O][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][Cl][O][C][C][=C][C][C][C][C][=Branch1][C][=O][O-1][O],3,6,22,28,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,2808,C1C(C(C(C1O)C=CC(COC2=CC(=CC=C2)Cl)O)CC=CCCCC(=O)O)O,[C][C][Branch2][Ring2][#Branch2][C][Branch2][Ring1][O][C][Branch1][Branch1][C][Ring1][Branch1][O][C][=C][C][Branch1][=C][C][O][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][Cl][O][C][C][=C][C][C][C][C][=Branch1][C][=O][O][O],4,6,22,29,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,2809,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)O,[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=N][C][Branch2][Ring1][Ring1][C][=Branch1][C][=O][N][C][=C][Ring1][Branch2][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][C][=Branch1][C][=O][O],2,4,16,11,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,2810,CC(C)NCC(C1=CC=CC=C1Cl)O,[C][C][Branch1][C][C][N][C][C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][O],2,2,11,16,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,2811,CCC1=CC2=C(S1)N(C(=O)CN=C2C3=CC=CC=C3Cl)C,[C][C][C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][N][Branch2][Ring1][Ring1][C][=Branch1][C][=O][C][N][=C][Ring1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C],0,3,16,15,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,2812,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][N][C][=C][N][=C][Ring1][Branch1],0,1,22,17,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,2813,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-],[C][C][=C][Branch1][P][C][=Branch1][Branch1][=N][O][Ring1][Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][=Branch1][C][=O][N][C][C][N][Branch1][Branch1][C][Ring1][Ring2][=O][C][Branch1][O][C][Branch1][Ring2][S][Ring1][#Branch1][Branch1][C][C][C][C][=Branch1][C][=O][O-1],1,7,19,17,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,2814,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,[C][C][=C][Branch1][P][C][=Branch1][Branch1][=N][O][Ring1][Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][=Branch1][C][=O][N][C][C][N][Branch1][Branch1][C][Ring1][Ring2][=O][C][Branch1][O][C][Branch1][Ring2][S][Ring1][#Branch1][Branch1][C][C][C][C][=Branch1][C][=O][O],2,7,19,18,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,2815,B(CNC(=O)C1=C(ON=C1C2=CC=CC=C2Cl)C)(O)O,[B][Branch2][Ring1][#Branch2][C][N][C][=Branch1][C][=O][C][=C][Branch1][#C][O][N][=C][Ring1][Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][Branch1][C][O][O],3,5,12,12,4,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,2816,C1COC2(N1CC(=O)NC3=C2C=C(C=C3)Cl)C4=CC=CC=C4Cl,[C][C][O][C][Branch2][Ring1][#Branch1][N][Ring1][Branch1][C][C][=Branch1][C][=O][N][C][=C][Ring1][Branch2][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl],1,3,17,14,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,2817,C1=CC2=C(C=CC(=C2N=C1)O)Cl,[C][=C][C][=C][Branch1][=C][C][=C][C][=Branch1][Branch2][=C][Ring1][=Branch1][N][=C][Ring1][#Branch2][O][Cl],1,2,9,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,2818,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,[C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][C][=C][Branch1][Ring2][N][Ring1][O][C][=C][Branch1][Branch1][C][=C][Ring1][#Branch1][Cl],1,4,18,19,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,2819,C[N+]1(CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl)[O-],[C][N+1][Branch2][Ring2][Ring2][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][C][=C][Branch1][Ring2][N][Ring1][O][C][=C][Branch1][Branch1][C][=C][Ring1][#Branch1][Cl][O-1],1,4,18,19,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,2820,C1CN(CCN1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,[C][C][N][Branch1][=Branch1][C][C][N][Ring1][=Branch1][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][C][=C][Branch1][Ring2][N][Ring1][O][C][=C][Branch1][Branch1][C][=C][Ring1][#Branch1][Cl],2,4,17,17,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,2821,C1=C(C(=CC2=C1N=C(C(=N2)[O-])[O-])[N+](=O)[O-])C#N.[Na+].[Na+],[C][=C][Branch2][Ring1][O][C][=Branch2][Ring1][C][=C][C][=C][Ring1][=Branch1][N][=C][Branch1][Branch2][C][=Branch1][Ring2][=N][Ring1][=Branch1][O-1][O-1][N+1][=Branch1][C][=O][O-1][C][#N].[Na+1].[Na+1],0,7,9,2,4,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,2822,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSCC(=O)NCCC4=CNC5=CC=CC=C54)O,[C][C][Branch1][C][C][Branch2][Branch1][=N][C][O][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C][C][Branch2][Ring1][N][C][Branch2][Ring1][#Branch1][C][Branch1][Ring2][O][Ring1][Branch1][N][C][=N][C][=C][Branch1][=Branch2][N][=C][N][=C][Ring1][=Branch1][Ring1][=Branch2][N][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C][Branch2][Ring2][Branch1][C][=Branch1][C][=O][N][C][C][C][=Branch1][C][=O][N][C][C][S][C][C][=Branch1][C][=O][N][C][C][C][=C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2][O],11,22,33,48,17,9,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,2823,CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)(O)OC(C)CNC(=O)CCC4(C(C5=NC4=C(C6=NC(=CC7=NC(=C(C8=NC5(C(C8CCC(=O)N)(C)CC(=O)N)C)C)C(C7CCC(=O)N)(C)CC(=O)N)C(C6CCC(=O)N)(C)C)C)CC(=O)N)C)O.[Co],[C][C][=C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][C][N][Branch1][Branch1][C][=N][Ring1][Branch2][C][C][Branch2][O][Ring2][C][Branch1][=Branch2][C][Branch1][Ring2][O][Ring1][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][C][C][Branch2][Branch2][#C][C][Branch2][Branch2][Branch1][C][=N][C][Ring1][Branch1][=C][Branch2][#Branch1][O][C][=N][C][=Branch2][=Branch1][Ring1][=C][C][=N][C][=Branch2][Ring2][Branch1][=C][Branch2][Ring1][S][C][=N][C][Ring1][#C][Branch2][Ring1][#Branch1][C][Branch1][O][C][Ring1][Branch1][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][C][=Branch1][C][=O][N][C][C][C][Branch1][N][C][Ring2][Ring1][#Branch1][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch1][N][C][Ring2][Ring2][#Branch1][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][C][C][C][=Branch1][C][=O][N][C][O].[Co],10,19,62,88,14,13,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
424,2824,CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)(O)OC(C)CNC(=O)CCC4(C(C5=NC4=C(C6=NC(=CC7=NC(=C(C8=NC5(C(C8CCC(=O)N)(C)CC(=O)N)C)C)C(C7CCC(=O)N)(C)CC(=O)N)C(C6CCC(=O)N)(C)C)C)CC(=O)N)C)O,[C][C][=C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][C][N][Branch1][Branch1][C][=N][Ring1][Branch2][C][C][Branch2][O][Ring2][C][Branch1][=Branch2][C][Branch1][Ring2][O][Ring1][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][C][C][Branch2][Branch2][#C][C][Branch2][Branch2][Branch1][C][=N][C][Ring1][Branch1][=C][Branch2][#Branch1][O][C][=N][C][=Branch2][=Branch1][Ring1][=C][C][=N][C][=Branch2][Ring2][Branch1][=C][Branch2][Ring1][S][C][=N][C][Ring1][#C][Branch2][Ring1][#Branch1][C][Branch1][O][C][Ring1][Branch1][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][C][=Branch1][C][=O][N][C][C][C][Branch1][N][C][Ring2][Ring1][#Branch1][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch1][N][C][Ring2][Ring2][#Branch1][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][C][C][C][=Branch1][C][=O][N][C][O],10,19,62,88,14,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,2825,CCOC(=O)C1C2CCC(N2C)CC1OC(=O)C3=CC=CC=C3,[C][C][O][C][=Branch1][C][=O][C][C][C][C][C][Branch1][Branch1][N][Ring1][Branch1][C][C][C][Ring1][=Branch2][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],0,5,18,23,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,2826,CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)OC,[C][N][C][C][C][C][Ring1][Branch1][C][Branch2][Ring1][Ring2][C][Branch1][Ring2][C][Ring1][#Branch1][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C],0,5,17,21,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,2827,CC(=CCC1=CC2=C(C=C1)NC=C2C3=C(C(=O)C(=C(C3=O)O)C4=CNC5=C4C=C(C=C5)CC=C(C)C)O)C,[C][C][=Branch2][Branch1][=N][=C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=C][Ring1][#Branch1][C][=C][Branch2][Ring2][=Branch1][C][=Branch1][C][=O][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][Ring1][#Branch1][=O][O][C][=C][N][C][=C][Ring1][Branch1][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][=C][Branch1][C][C][C][O][C],4,4,32,30,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,2828,CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O,[C][N][C][C][C][C][C][Ring1][=Branch1][C][C][=C][Ring1][=Branch1][C][=Branch1][#Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][O][C][Ring1][=C][C][Branch1][Branch1][C][=C][Ring1][S][O],1,4,18,21,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,2829,C1=CC=C(C=C1)CC2=NC(=CN3C2=NC(C3=O)(CC4=CC=C(C=C4)O)O)C5=CC=C(C=C5)O,[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][=N][C][=Branch2][Ring1][=N][=C][N][C][Ring1][=Branch1][=N][C][Branch1][Branch1][C][Ring1][Branch1][=O][Branch1][=N][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O],3,6,26,21,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,2830,C1=CC=C(C=C1)CC2=C3N=C(C(=O)N3C=C(N2)C4=CC=C(C=C4)O)CC5=CC=C(C=C5)O,[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][=C][N][=C][Branch2][Ring1][#Branch2][C][=Branch1][C][=O][N][Ring1][=Branch1][C][=C][Branch1][Ring2][N][Ring1][#Branch2][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O],3,5,26,21,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,2831,CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)(O)OC(C)CNC(=O)CCC4(C(C5=NC4=C(C6=NC(=CC7=NC(=C(C8=NC5(C(C8CCC(=O)N)(C)CC(=O)N)C)C)C(C7CCC(=O)N)(C)CC(=O)N)C(C6CCC(=O)N)(C)C)C)CC(=O)N)C)O.[C-]#N.[Co],[C][C][=C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][C][N][Branch1][Branch1][C][=N][Ring1][Branch2][C][C][Branch2][O][Ring2][C][Branch1][=Branch2][C][Branch1][Ring2][O][Ring1][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][C][C][Branch2][Branch2][#C][C][Branch2][Branch2][Branch1][C][=N][C][Ring1][Branch1][=C][Branch2][#Branch1][O][C][=N][C][=Branch2][=Branch1][Ring1][=C][C][=N][C][=Branch2][Ring2][Branch1][=C][Branch2][Ring1][S][C][=N][C][Ring1][#C][Branch2][Ring1][#Branch1][C][Branch1][O][C][Ring1][Branch1][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][C][=Branch1][C][=O][N][C][C][C][Branch1][N][C][Ring2][Ring1][#Branch1][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch1][N][C][Ring2][Ring2][#Branch1][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][C][C][C][=Branch1][C][=O][N][C][O].[C-1][#N].[Co],10,21,63,88,14,14,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
