,CID,smiles_repr,selfies_repr,h_acc,h_don,C,H,O,N,P,Cl,S,Se,As,Br,Ca,Co,Fe,Hg,I,K,Mg,Na,Ni,W,B,F,Si,Te,Al
73,74,CC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,[C][C][=Branch1][C][=O][C][C][=Branch1][C][=O][S][C][C][N][C][=Branch1][C][=O][C][C][N][C][=Branch1][C][=O][C][Branch2][=Branch1][Ring2][C][Branch1][C][C][Branch1][C][C][C][O][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C][C][Branch2][Ring1][N][C][Branch2][Ring1][#Branch1][C][Branch1][Ring2][O][Ring1][Branch1][N][C][=N][C][=C][Branch1][=Branch2][N][=C][N][=C][Ring1][=Branch1][Ring1][=Branch2][N][O][O][P][=Branch1][C][=O][Branch1][C][O][O][O],9,23,25,40,18,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,75,C(CN)C=O,[C][Branch1][Ring1][C][N][C][=O],1,2,3,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,76,CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)O)C,[C][C][C][C][C][C][Branch1][#Branch2][C][Ring1][=Branch1][C][C][C][Ring1][=Branch2][=O][C][C][=C][C][Ring1][O][Branch1][#Branch2][C][C][C][Branch1][Ring2][C][Ring1][=Branch1][O][C],1,2,19,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,77,CC(C)C(CC(=O)O)(C(=O)O)O,[C][C][Branch1][C][C][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O][Branch1][=Branch1][C][=Branch1][C][=O][O][O],3,5,7,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,78,C(C(C(=O)O)N)Cl,[C][Branch1][#Branch2][C][Branch1][=Branch1][C][=Branch1][C][=O][O][N][Cl],2,3,3,6,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,79,C1=CC(=CN=C1)C#N,[C][=C][C][=Branch1][=Branch1][=C][N][=C][Ring1][=Branch1][C][#N],0,2,6,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,80,C1C(C(C(=O)C=C1C(=O)O)O)O,[C][C][Branch2][Ring1][C][C][Branch1][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][O][O][O],3,5,7,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,81,C(C(C(C(COP(=O)(O)O)O)O)O)C(=O)C(=O)O,[C][Branch2][Ring1][Branch2][C][Branch2][Ring1][Ring1][C][Branch1][#C][C][Branch1][O][C][O][P][=Branch1][C][=O][Branch1][C][O][O][O][O][O][C][=Branch1][C][=O][C][=Branch1][C][=O][O],6,10,7,13,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,82,C=C(C(=O)O)OC1CC(=CC(C1O)OP(=O)(O)O)C(=O)O,[C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][O][C][C][C][=Branch2][Ring1][C][=C][C][Branch1][Branch1][C][Ring1][=Branch1][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C][=Branch1][C][=O][O],5,10,10,13,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,83,C(C(=O)C(=O)O)P(=O)O,[C][Branch1][#Branch2][C][=Branch1][C][=O][C][=Branch1][C][=O][O][P][=Branch1][C][=O][O],2,5,3,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,84,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(C)(CC(=O)O)O)O,[C][C][Branch1][C][C][Branch2][Branch1][=N][C][O][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C][C][Branch2][Ring1][N][C][Branch2][Ring1][#Branch1][C][Branch1][Ring2][O][Ring1][Branch1][N][C][=N][C][=C][Branch1][=Branch2][N][=C][N][=C][Ring1][=Branch1][Ring1][=Branch2][N][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C][Branch2][Ring2][C][C][=Branch1][C][=O][N][C][C][C][=Branch1][C][=O][N][C][C][S][C][=Branch1][C][=O][C][C][Branch1][C][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O][O][O],11,25,27,44,20,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,85,C[N+](C)(C)CC(CC(=O)O)O,[C][N+1][Branch1][C][C][Branch1][C][C][C][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O][O],2,3,7,16,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,86,C1=CC(=C(C(=C1)O)N)C(=O)O,[C][=C][C][=Branch1][N][=C][Branch1][Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][N][C][=Branch1][C][=O][O],3,4,7,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,87,CC(CO)C(=O)O,[C][C][Branch1][Ring1][C][O][C][=Branch1][C][=O][O],2,3,4,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,88,CC(CO)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,[C][C][Branch1][Ring1][C][O][C][=Branch1][C][=O][S][C][C][N][C][=Branch1][C][=O][C][C][N][C][=Branch1][C][=O][C][Branch2][=Branch1][Ring2][C][Branch1][C][C][Branch1][C][C][C][O][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C][C][Branch2][Ring1][N][C][Branch2][Ring1][#Branch1][C][Branch1][Ring2][O][Ring1][Branch1][N][C][=N][C][=C][Branch1][=Branch2][N][=C][N][=C][Ring1][=Branch1][Ring1][=Branch2][N][O][O][P][=Branch1][C][=O][Branch1][C][O][O][O],10,23,25,42,18,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,89,C1=CC(=C(C(=C1)O)N)C(=O)CC(C(=O)O)N,[C][=C][C][=Branch1][N][=C][Branch1][Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][N][C][=Branch1][C][=O][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][N],4,6,10,12,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,90,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(CCC(=O)O)O)O,[C][C][Branch1][C][C][Branch2][Branch1][=N][C][O][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C][C][Branch2][Ring1][N][C][Branch2][Ring1][#Branch1][C][Branch1][Ring2][O][Ring1][Branch1][N][C][=N][C][=C][Branch1][=Branch2][N][=C][N][=C][Ring1][=Branch1][Ring1][=Branch2][N][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C][Branch2][Ring1][S][C][=Branch1][C][=O][N][C][C][C][=Branch1][C][=O][N][C][C][S][C][=Branch1][C][=O][C][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][O][O],11,25,27,44,20,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,91,C1=CC(=CC(=C1)O)CCC(=O)O,[C][=C][C][=Branch1][=Branch2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][C][C][=Branch1][C][=O][O],2,3,9,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,92,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4(C=C)O)O,[C][O][C][=C][C][=C][Branch1][O][C][=C][N][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2][C][Branch2][Ring1][C][C][C][C][C][C][N][Ring1][=Branch1][C][C][Ring1][=Branch1][Branch1][Ring1][C][=C][O][O],2,5,20,24,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,93,C(CC(=O)O)C(=O)CC(=O)O,[C][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][C][C][=Branch1][C][=O][O],2,5,6,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,94,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(=O)CCC(=O)O)O,[C][C][Branch1][C][C][Branch2][Branch1][=N][C][O][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C][C][Branch2][Ring1][N][C][Branch2][Ring1][#Branch1][C][Branch1][Ring2][O][Ring1][Branch1][N][C][=N][C][=C][Branch1][=Branch2][N][=C][N][=C][Ring1][=Branch1][Ring1][=Branch2][N][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C][Branch2][Ring1][S][C][=Branch1][C][=O][N][C][C][C][=Branch1][C][=O][N][C][C][S][C][=Branch1][C][=O][C][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][O][O],10,25,27,42,20,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,95,C(C(C(C(=O)C(C(=O)O)O)O)O)O,[C][Branch2][Ring1][#Branch1][C][Branch2][Ring1][C][C][Branch1][=C][C][=Branch1][C][=O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][O][O][O][O],5,7,6,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,96,CC(=O)CC(=O)O,[C][C][=Branch1][C][=O][C][C][=Branch1][C][=O][O],1,3,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,97,C(C1C(C(C(C(O1)O)O)O)OC2C(C(=O)C(C(O2)CO)O)O)O,[C][Branch2][Ring2][#Branch2][C][C][Branch1][S][C][Branch1][N][C][Branch1][Branch2][C][Branch1][Ring2][O][Ring1][=Branch1][O][O][O][O][C][C][Branch1][P][C][=Branch1][C][=O][C][Branch1][=Branch2][C][Branch1][Ring2][O][Ring1][#Branch1][C][O][O][O][O],7,11,12,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,98,C(C(=O)C(=O)O)S,[C][Branch1][#Branch2][C][=Branch1][C][=O][C][=Branch1][C][=O][O][S],2,4,3,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,99,CC(=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)C,[C][C][=Branch2][#Branch1][=N][=C][C][=Branch1][C][=O][S][C][C][N][C][=Branch1][C][=O][C][C][N][C][=Branch1][C][=O][C][Branch2][=Branch1][Ring2][C][Branch1][C][C][Branch1][C][C][C][O][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C][C][Branch2][Ring1][N][C][Branch2][Ring1][#Branch1][C][Branch1][Ring2][O][Ring1][Branch1][N][C][=N][C][=C][Branch1][=Branch2][N][=C][N][=C][Ring1][=Branch1][Ring1][=Branch2][N][O][O][P][=Branch1][C][=O][Branch1][C][O][O][O][C],9,22,26,42,17,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,100,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCC1=C(C=CC(=C1)C(=O)O)O)C)C)C)C)C)C)C)C,[C][C][=Branch2][=Branch1][=N][=C][C][C][C][=Branch2][=Branch1][Branch1][=C][C][C][C][=Branch2][Branch1][=N][=C][C][C][C][=Branch2][Branch1][Branch1][=C][C][C][C][=Branch2][Ring2][=N][=C][C][C][C][=Branch2][Ring2][Branch1][=C][C][C][C][=Branch2][Ring1][=N][=C][C][C][C][=Branch2][Ring1][Branch1][=C][C][C][=C][Branch1][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][O][C][C][C][C][C][C][C][C],2,3,47,70,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,101,C1=CC(=CC(=C1)O)C=O,[C][=C][C][=Branch1][=Branch2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][=O],1,2,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,102,C1=CC(=CC(=C1)O)CO,[C][=C][C][=Branch1][=Branch2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O],2,2,7,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,103,CC(CCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)C4CCC5C4(C(CC6C5C(CC7C6(CCC(=O)C7)C)O)O)C,[C][C][Branch2][#Branch1][=C][C][C][C][=Branch1][C][=O][S][C][C][N][C][=Branch1][C][=O][C][C][N][C][=Branch1][C][=O][C][Branch2][=Branch1][Ring2][C][Branch1][C][C][Branch1][C][C][C][O][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C][C][Branch2][Ring1][N][C][Branch2][Ring1][#Branch1][C][Branch1][Ring2][O][Ring1][Branch1][N][C][=N][C][=C][Branch1][=Branch2][N][=C][N][=C][Ring1][=Branch1][Ring1][=Branch2][N][O][O][P][=Branch1][C][=O][Branch1][C][O][O][O][C][C][C][C][C][Ring1][Branch1][Branch2][Ring1][P][C][Branch2][Ring1][N][C][C][C][Ring1][=Branch1][C][Branch2][Ring1][C][C][C][C][Ring1][=Branch1][Branch1][#Branch2][C][C][C][=Branch1][C][=O][C][Ring1][#Branch1][C][O][O][C],11,25,45,72,20,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,104,C1C=C(OC1=O)CC(=O)O,[C][C][=C][Branch1][=Branch1][O][C][Ring1][Branch1][=O][C][C][=Branch1][C][=O][O],1,4,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,105,C(C(=O)C(=O)O)OP(=O)(O)O,[C][Branch1][#Branch2][C][=Branch1][C][=O][C][=Branch1][C][=O][O][O][P][=Branch1][C][=O][Branch1][C][O][O],3,7,3,5,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,106,C(C(C(=O)O)N)OP(=O)(O)O,[C][Branch1][#Branch2][C][Branch1][=Branch1][C][=Branch1][C][=O][O][N][O][P][=Branch1][C][=O][Branch1][C][O][O],4,7,3,8,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,107,C1=CC=C(C=C1)CCC(=O)O,[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][C][=Branch1][C][=O][O],1,2,9,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,108,C1=CC(=CN=C1)CC(=O)O,[C][=C][C][=Branch1][=Branch1][=C][N][=C][Ring1][=Branch1][C][C][=Branch1][C][=O][O],1,3,7,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,109,C(C(C(=O)O)N)S(=O)O,[C][Branch1][#Branch2][C][Branch1][=Branch1][C][=Branch1][C][=O][O][N][S][=Branch1][C][=O][O],3,6,3,7,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,110,C(C(=O)C(=O)O)S(=O)O,[C][Branch1][#Branch2][C][=Branch1][C][=O][C][=Branch1][C][=O][O][S][=Branch1][C][=O][O],2,6,3,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,111,C(CNC(=O)N)C(=O)O,[C][Branch1][Branch2][C][N][C][=Branch1][C][=O][N][C][=Branch1][C][=O][O],3,3,4,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,112,C(C(C(=O)C(=O)[O-])O)OP(=O)(O)O,[C][Branch1][=C][C][Branch1][#Branch2][C][=Branch1][C][=O][C][=Branch1][C][=O][O-1][O][O][P][=Branch1][C][=O][Branch1][C][O][O],3,8,4,6,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,113,C(C(C(=O)C(=O)O)O)OP(=O)(O)O,[C][Branch1][=C][C][Branch1][#Branch2][C][=Branch1][C][=O][C][=Branch1][C][=O][O][O][O][P][=Branch1][C][=O][Branch1][C][O][O],4,8,4,7,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,114,C1=CC(=CN=C1)CCCC(=O)O,[C][=C][C][=Branch1][=Branch1][=C][N][=C][Ring1][=Branch1][C][C][C][C][=Branch1][C][=O][O],1,3,9,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,115,C1C(C(C(C(O1)OP(=O)(O)O)O)O)N,[C][C][Branch2][Ring1][=Branch2][C][Branch2][Ring1][Ring2][C][Branch1][S][C][Branch1][Ring2][O][Ring1][=Branch1][O][P][=Branch1][C][=O][Branch1][C][O][O][O][O][N],5,8,5,12,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,116,C=C(C(=O)O)OC1C=C(C=CC1N)C(=O)O,[C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][O][C][C][=C][Branch1][#Branch1][C][=C][C][Ring1][=Branch1][N][C][=Branch1][C][=O][O],3,6,10,11,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,117,C1=NC(=C(N1)C(=O)O)N,[C][=N][C][=Branch1][N][=C][Branch1][Ring2][N][Ring1][Branch1][C][=Branch1][C][=O][O][N],3,4,4,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,118,C(CC=O)CN,[C][Branch1][Ring2][C][C][=O][C][N],1,2,4,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,119,C(CC(=O)O)CN,[C][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][N],2,3,4,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,120,C1=CC(=O)OC1=CC(=O)O,[C][=C][C][=Branch1][C][=O][O][C][Ring1][=Branch1][=C][C][=Branch1][C][=O][O],1,4,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,121,CC(CO)(C(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O)O)O,[C][C][Branch1][Ring1][C][O][Branch2][Branch1][=Branch1][C][Branch2][Ring2][P][C][O][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C][C][Branch2][Ring1][Branch2][C][Branch2][Ring1][Ring1][C][Branch1][Ring2][O][Ring1][Branch1][N][C][=C][C][=Branch1][=Branch1][=N][C][Ring1][=Branch1][=O][N][O][O][O][O],8,14,14,25,14,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,122,C(C(=O)CC(=O)O)C(=O)C=CC(=O)O,[C][Branch1][O][C][=Branch1][C][=O][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][C][=C][C][=Branch1][C][=O][O],2,6,8,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,123,C(CC(=O)N)CN=C(N)N,[C][Branch1][#Branch1][C][C][=Branch1][C][=O][N][C][N][=C][Branch1][C][N][N],3,2,5,12,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,124,CC(CC(=O)C(=O)O)O,[C][C][Branch1][O][C][C][=Branch1][C][=O][C][=Branch1][C][=O][O][O],2,4,5,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,125,C1=CC(=CC=C1CO)O,[C][=C][C][=Branch1][Branch2][=C][C][=C][Ring1][=Branch1][C][O][O],2,2,7,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,126,C1=CC(=CC=C1C=O)O,[C][=C][C][=Branch1][Branch2][=C][C][=C][Ring1][=Branch1][C][=O][O],1,2,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,127,C1=CC(=CC=C1CC(=O)O)O,[C][=C][C][=Branch1][N][=C][C][=C][Ring1][=Branch1][C][C][=Branch1][C][=O][O][O],2,3,8,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,128,C1=NC(C(=O)N1)CCC(=O)O,[C][=N][C][Branch1][Branch2][C][=Branch1][C][=O][N][Ring1][=Branch1][C][C][C][=Branch1][C][=O][O],2,4,6,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,129,CC(C)CCC=O,[C][C][Branch1][C][C][C][C][C][=O],0,1,6,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,130,C(C(=O)C(=O)O)C(CC(=O)O)(C(=O)O)O,[C][Branch1][#Branch2][C][=Branch1][C][=O][C][=Branch1][C][=O][O][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O][Branch1][=Branch1][C][=Branch1][C][=O][O][O],4,8,7,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,131,CC(C)(COP(=O)(O)O)C(C(=O)NCCC(=O)O)O,[C][C][Branch1][C][C][Branch1][O][C][O][P][=Branch1][C][=O][Branch1][C][O][O][C][Branch1][=N][C][=Branch1][C][=O][N][C][C][C][=Branch1][C][=O][O][O],5,8,9,18,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,132,CC(C)(COP(=O)(O)O)C(C(=O)NCCC(=O)NC(CS)C(=O)O)O,[C][C][Branch1][C][C][Branch1][O][C][O][P][=Branch1][C][=O][Branch1][C][O][O][C][Branch2][Ring1][#Branch1][C][=Branch1][C][=O][N][C][C][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][S][C][=Branch1][C][=O][O][O],7,10,12,23,9,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,133,C[N+](C)(C)CCCC=O,[C][N+1][Branch1][C][C][Branch1][C][C][C][C][C][C][=O],0,1,7,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,134,C[N+](C)(C)CCCC(=O)O,[C][N+1][Branch1][C][C][Branch1][C][C][C][C][C][C][=Branch1][C][=O][O],1,2,7,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,135,C1=CC(=CC=C1C(=O)O)O,[C][=C][C][=Branch1][O][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][O],2,3,7,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,136,C1C2CN(C=[N+]2C3=C(N1)NC(=NC3=O)N)C4=CC=C(C=C4)C(=O)NC(CCC(=O)O)C(=O)O,[C][C][C][N][Branch2][Ring1][=Branch1][C][=N+1][Ring1][Branch1][C][=C][Branch1][Ring2][N][Ring1][=Branch2][N][C][=Branch1][=Branch1][=N][C][Ring1][#Branch1][=O][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O],6,7,20,22,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,137,C(CC(=O)O)C(=O)CN,[C][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][C][N],2,4,5,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,138,C(CCN)CC(=O)O,[C][Branch1][Ring2][C][C][N][C][C][=Branch1][C][=O][O],2,3,5,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,139,CC(C)CCCC(C)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,[C][C][Branch1][C][C][C][C][C][C][Branch1][C][C][C][C][C][C][C][Ring1][Branch1][Branch2][Ring1][P][C][Branch2][Ring1][N][C][C][C][Ring1][=Branch1][C][Branch2][Ring1][C][C][C][C][Ring1][=Branch1][Branch1][#Branch2][C][C][C][Branch1][Ring2][C][Ring1][=Branch1][O][C][O][O][C],3,3,27,48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,140,CC(CCCC(C)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C)CO,[C][C][Branch2][Branch1][Ring1][C][C][C][C][Branch1][C][C][C][C][C][C][C][Ring1][Branch1][Branch2][Ring1][P][C][Branch2][Ring1][N][C][C][C][Ring1][=Branch1][C][Branch2][Ring1][C][C][C][C][Ring1][=Branch1][Branch1][#Branch2][C][C][C][Branch1][Ring2][C][Ring1][=Branch1][O][C][O][O][C][C][O],4,4,27,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,141,C1C(=O)C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)O)O,[C][C][=Branch1][C][=O][C][Branch2][Branch1][O][C][Branch2][Branch1][=Branch1][C][Branch1][Ring2][O][Ring1][#Branch1][O][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C][C][Branch2][Ring1][Branch2][C][Branch2][Ring1][Ring1][C][Branch1][Ring2][O][Ring1][Branch1][N][C][=C][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=O][O][O][O][O],7,16,14,20,16,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
